Date,State_Name,District_Name,Pincode,Total_Enrolments,Total_Updates,Age_Group_0_18,Age_Group_19_40,Age_Group_41_60,Age_Group_60_Plus
2023-01-23,Tamil Nadu,Tamil_District_3,542156,9598,1672,2466,4137,2123,872
2023-01-23,Delhi,Delhi_District_5,311601,5198,923,1060,2588,1265,285
2023-01-23,West Bengal,West_District_5,727008,6165,743,1565,2550,1488,562
2023-01-23,Rajasthan,Rajasthan_District_7,972114,5792,1121,1543,2876,1281,92
2023-01-23,Gujarat,Gujarat_District_7,669985,6952,1814,1747,2973,1680,552
2023-01-23,Madhya Pradesh,Madhya_District_5,950282,5675,1122,1660,2755,1232,28
2023-01-23,Bihar,Bihar_District_6,449634,3496,610,882,1417,719,478
2023-01-23,Andhra Pradesh,Andhra_District_3,223118,4853,568,1057,2144,1205,447
2023-01-23,Telangana,Telangana_District_5,942500,5046,1124,1349,2428,1049,220
2023-01-23,Kerala,Kerala_District_2,687317,3427,615,685,1680,705,357
2023-01-23,Odisha,Odisha_District_3,656779,3270,872,654,1400,683,533
2023-01-23,Assam,Assam_District_6,157061,2648,542,689,1138,652,169
2023-01-24,Maharashtra,Maharashtra_District_6,947690,10733,1588,3179,5233,2600,-279
2023-01-24,Uttar Pradesh,Uttar_District_1,129961,16001,2790,3202,6985,3793,2021
2023-01-24,Karnataka,Karnataka_District_7,522304,7915,1241,2351,3846,1622,96
2023-01-24,Tamil Nadu,Tamil_District_1,625565,8817,1462,2166,3619,2109,923
2023-01-24,Delhi,Delhi_District_7,572960,5048,584,1380,2328,1200,140
2023-01-24,West Bengal,West_District_7,976096,6230,1369,1764,2755,1459,252
2023-01-24,Rajasthan,Rajasthan_District_2,943592,5405,973,1145,2460,1223,577
2023-01-24,Gujarat,Gujarat_District_3,775353,6731,1439,1705,2873,1588,565
2023-01-24,Madhya Pradesh,Madhya_District_3,297193,4709,1395,1276,2247,1068,118
2023-01-24,Bihar,Bihar_District_5,914813,3937,1040,1068,1586,953,330
2023-01-24,Andhra Pradesh,Andhra_District_2,642534,5325,1121,1594,2257,1304,170
2023-01-24,Telangana,Telangana_District_3,507821,4447,1001,1290,2205,979,-27
2023-01-24,Kerala,Kerala_District_5,713689,4140,647,1183,1785,912,260
2023-01-24,Odisha,Odisha_District_5,125265,3652,626,1081,1637,896,38
2023-01-24,Assam,Assam_District_3,573758,2325,505,489,1026,517,293
2023-01-25,Maharashtra,Maharashtra_District_7,910386,10007,1027,2914,4053,2416,624
2023-01-25,Uttar Pradesh,Uttar_District_3,991198,15200,3067,3654,6949,3566,1031
2023-01-25,Karnataka,Karnataka_District_5,596392,8185,1400,2407,3724,1882,172
2023-01-25,Tamil Nadu,Tamil_District_7,861039,9407,1347,2041,4532,2283,551
2023-01-25,Delhi,Delhi_District_5,217368,5320,1594,1222,2468,1113,517
2023-01-25,West Bengal,West_District_7,135911,6497,1086,1835,2743,1490,429
2023-01-25,Rajasthan,Rajasthan_District_2,405707,5355,1379,1346,2184,1323,502
2023-01-25,Gujarat,Gujarat_District_1,681323,6560,1185,1840,2848,1312,560
2023-01-25,Madhya Pradesh,Madhya_District_4,531306,5184,1414,1053,2439,1060,632
2023-01-25,Bihar,Bihar_District_4,247570,3501,493,918,1718,844,21
2023-01-25,Andhra Pradesh,Andhra_District_5,906484,5171,777,1089,2266,1257,559
2023-01-25,Telangana,Telangana_District_6,837033,4955,870,1277,2140,1143,395
2023-01-25,Kerala,Kerala_District_4,942671,3968,781,1049,1962,935,22
2023-01-25,Odisha,Odisha_District_2,741976,3480,870,861,1477,788,354
2023-01-25,Assam,Assam_District_7,604968,2176,254,543,897,529,207
2023-01-26,Maharashtra,Maharashtra_District_3,483203,10217,2851,2302,4625,2513,777
2023-01-26,Uttar Pradesh,Uttar_District_1,127922,15304,1744,4114,6305,3241,1644
2023-01-26,Karnataka,Karnataka_District_7,823685,8228,2025,2441,3309,1831,647
2023-01-26,Tamil Nadu,Tamil_District_3,422707,9470,2613,1927,4626,2362,555
2023-01-26,Delhi,Delhi_District_1,936157,5446,701,1612,2333,1248,253
2023-01-26,West Bengal,West_District_6,825231,6400,1027,1418,3120,1359,503
2023-01-26,Rajasthan,Rajasthan_District_4,223627,6056,634,1457,2753,1256,590
2023-01-26,Gujarat,Gujarat_District_5,468399,6803,1034,1562,2766,1455,1020
2023-01-26,Madhya Pradesh,Madhya_District_3,890418,5204,1555,1392,2545,1052,215
2023-01-26,Bihar,Bihar_District_2,118383,4032,718,1158,1841,861,172
2023-01-26,Andhra Pradesh,Andhra_District_1,502756,5474,1391,1210,2470,1287,507
2023-01-26,Telangana,Telangana_District_7,894492,4415,827,889,1837,1082,607
2023-01-26,Kerala,Kerala_District_1,783114,3442,938,964,1470,820,188
2023-01-26,Odisha,Odisha_District_3,314879,3292,763,944,1356,711,281
2023-01-26,Assam,Assam_District_5,964120,2342,687,613,1038,537,154
2023-01-27,Maharashtra,Maharashtra_District_4,410384,10363,1213,2241,5157,2534,431
2023-01-27,Uttar Pradesh,Uttar_District_3,300605,15644,4000,4160,7043,3168,1273
2023-01-27,Karnataka,Karnataka_District_1,421926,8075,2363,1674,3281,1846,1274
2023-01-27,Tamil Nadu,Tamil_District_7,474765,8769,910,2343,4375,2009,42
2023-01-27,Delhi,Delhi_District_4,273136,5591,778,1542,2499,1301,249
2023-01-27,West Bengal,West_District_2,625607,6761,1090,1478,2787,1658,838
2023-01-27,Rajasthan,Rajasthan_District_3,661185,6172,690,1713,3056,1487,-84
2023-01-27,Gujarat,Gujarat_District_7,563666,6033,1527,1253,2813,1316,651
2023-01-27,Madhya Pradesh,Madhya_District_3,885464,5133,794,1367,2514,1235,17
2023-01-27,Bihar,Bihar_District_3,935610,3682,619,1082,1597,890,113
2023-01-27,Andhra Pradesh,Andhra_District_2,894282,4788,1013,1045,1918,1152,673
2023-01-27,Telangana,Telangana_District_2,833472,4155,1020,1229,1696,846,384
2023-01-27,Kerala,Kerala_District_4,277113,3566,473,842,1640,843,241
2023-01-27,Odisha,Odisha_District_3,358541,2871,449,786,1276,714,95
2023-01-27,Assam,Assam_District_3,820408,2379,626,628,1181,477,93
2023-01-28,Maharashtra,Maharashtra_District_1,411427,6689,1837,1390,2991,1493,815
2023-01-28,Uttar Pradesh,Uttar_District_2,494691,8937,2055,1790,4258,1935,954
2023-01-28,Karnataka,Karnataka_District_7,913678,5073,1272,1217,2099,1267,490
2023-01-28,Tamil Nadu,Tamil_District_2,743355,5582,878,1443,2553,1252,334
2023-01-28,Delhi,Delhi_District_1,826043,3151,755,630,1441,730,350
2023-01-28,West Bengal,West_District_3,746344,3482,406,715,1503,766,498
2023-01-28,Rajasthan,Rajasthan_District_3,267521,3670,705,879,1612,809,370
2023-01-28,Gujarat,Gujarat_District_6,991528,3625,647,753,1782,734,356
2023-01-28,Madhya Pradesh,Madhya_District_2,278078,3619,713,801,1582,840,396
2023-01-28,Bihar,Bihar_District_2,298596,1973,354,524,953,413,83
2023-01-28,Andhra Pradesh,Andhra_District_6,624073,3593,880,729,1594,776,494
2023-01-28,Telangana,Telangana_District_1,793598,2332,586,674,977,493,188
2023-01-28,Kerala,Kerala_District_7,564699,2023,222,493,874,473,183
2023-01-28,Odisha,Odisha_District_5,300115,1476,364,338,732,312,94
2023-01-28,Assam,Assam_District_7,112038,1366,187,340,558,323,145
2023-01-29,Maharashtra,Maharashtra_District_7,829120,6132,864,1655,2514,1231,732
2023-01-29,Uttar Pradesh,Uttar_District_4,181330,9682,2522,2686,4128,2374,494
2023-01-29,Karnataka,Karnataka_District_6,307062,4960,724,1402,2101,1088,369
2023-01-29,Tamil Nadu,Tamil_District_2,903935,5201,1460,1546,2251,1288,116
2023-01-29,Delhi,Delhi_District_6,496303,2940,686,625,1274,591,450
2023-01-29,West Bengal,West_District_2,971250,4139,1234,1112,1750,829,448
2023-01-29,Rajasthan,Rajasthan_District_3,243257,3621,1042,978,1714,861,68
2023-01-29,Gujarat,Gujarat_District_6,910303,3845,876,829,1830,787,399
2023-01-29,Madhya Pradesh,Madhya_District_1,101089,3587,894,905,1439,789,454
2023-01-29,Bihar,Bihar_District_6,685224,1947,390,462,932,426,127
2023-01-29,Andhra Pradesh,Andhra_District_5,416656,3027,714,624,1363,621,419
2023-01-29,Telangana,Telangana_District_7,864823,2474,370,666,1151,595,62
2023-01-29,Kerala,Kerala_District_4,291637,2815,318,581,1253,619,362
2023-01-29,Odisha,Odisha_District_1,972997,2399,458,715,989,502,193
2023-01-29,Assam,Assam_District_6,257475,1442,388,364,626,354,98
2023-01-30,Maharashtra,Maharashtra_District_3,168434,10616,2995,3076,5110,2537,-107
2023-01-30,Uttar Pradesh,Uttar_District_4,768497,15860,2812,3449,7365,3644,1402
2023-01-30,Karnataka,Karnataka_District_3,194500,8225,1759,2314,3568,1815,528
2023-01-30,Tamil Nadu,Tamil_District_1,649208,9090,1898,1985,3791,2005,1309
2023-01-30,Delhi,Delhi_District_1,118881,4973,650,1153,2447,1029,344
2023-01-30,West Bengal,West_District_7,337081,6415,665,1743,2966,1505,201
2023-01-30,Rajasthan,Rajasthan_District_7,857456,5652,1195,1224,2736,1166,526
2023-01-30,Gujarat,Gujarat_District_1,644096,6663,948,1669,3070,1354,570
2023-01-30,Madhya Pradesh,Madhya_District_2,574601,5088,1004,1021,2513,1032,522
2023-01-30,Bihar,Bihar_District_1,916594,4036,713,896,1852,995,293
2023-01-30,Andhra Pradesh,Andhra_District_5,256076,4829,1350,1440,2130,1044,215
2023-01-30,Telangana,Telangana_District_6,284752,4106,976,1108,1801,861,336
2023-01-30,Kerala,Kerala_District_3,145163,3428,858,819,1695,807,107
2023-01-30,Odisha,Odisha_District_4,191867,3432,361,727,1690,765,250
2023-01-30,Assam,Assam_District_1,990191,2128,224,556,976,434,162
2023-01-31,Maharashtra,Maharashtra_District_2,634229,10422,2168,2434,4365,2111,1512
2023-01-31,Uttar Pradesh,Uttar_District_1,738446,15427,1884,3220,7541,3772,894
2023-01-31,Karnataka,Karnataka_District_4,902428,7507,1548,1922,3190,1783,612
2023-01-31,Tamil Nadu,Tamil_District_7,622609,9399,1500,2130,4068,2015,1186
2023-01-31,Delhi,Delhi_District_7,179113,4706,1251,1139,2311,1134,122
2023-01-31,West Bengal,West_District_1,139040,6161,1045,1798,2825,1293,245
2023-01-31,Rajasthan,Rajasthan_District_2,312960,6152,723,1817,2817,1322,196
2023-01-31,Gujarat,Gujarat_District_5,595343,6038,662,1541,2760,1260,477
2023-01-31,Madhya Pradesh,Madhya_District_6,438769,4723,904,1272,2065,1134,252
2023-01-31,Bihar,Bihar_District_4,619328,4257,914,971,1837,919,530
2023-01-31,Andhra Pradesh,Andhra_District_6,913556,4913,1012,1430,2287,1049,147
2023-01-31,Telangana,Telangana_District_3,507651,4407,920,933,2190,982,302
2023-01-31,Kerala,Kerala_District_7,998923,4270,690,1031,1972,1015,252
2023-01-31,Odisha,Odisha_District_6,904410,3587,904,839,1525,799,424
2023-01-31,Assam,Assam_District_1,466339,2359,576,572,980,523,284
2023-02-01,Maharashtra,Maharashtra_District_1,728646,7509,1304,2037,3711,1726,35
2023-02-01,Uttar Pradesh,Uttar_District_4,898310,11515,2235,2620,4733,2561,1601
2023-02-01,Karnataka,Karnataka_District_3,392078,5910,826,1565,2731,1449,165
2023-02-01,Tamil Nadu,Tamil_District_1,471269,7410,1140,1831,3132,1605,842
2023-02-01,Delhi,Delhi_District_1,972227,4171,788,1205,1819,858,289
2023-02-01,West Bengal,West_District_4,318738,5239,1368,1222,2180,1260,577
2023-02-01,Rajasthan,Rajasthan_District_5,490875,4803,1116,1288,2055,1137,323
2023-02-01,Gujarat,Gujarat_District_4,277148,4515,1236,1034,2219,906,356
2023-02-01,Madhya Pradesh,Madhya_District_6,594982,4452,525,993,2072,965,422
2023-02-01,Bihar,Bihar_District_5,989309,3472,520,838,1606,788,240
2023-02-01,Andhra Pradesh,Andhra_District_1,770487,4426,1295,1205,2124,923,174
2023-02-01,Telangana,Telangana_District_7,367598,3495,419,748,1642,760,345
2023-02-01,Kerala,Kerala_District_7,428723,2934,693,779,1221,672,262
2023-02-01,Odisha,Odisha_District_1,430761,2305,584,662,1113,568,-38
2023-02-01,Assam,Assam_District_2,695815,1580,409,428,639,361,152
2023-02-02,Maharashtra,Maharashtra_District_6,794889,7866,2132,2244,3880,1821,-79
2023-02-02,Uttar Pradesh,Uttar_District_5,388796,11675,1468,2798,4855,2599,1423
2023-02-02,Karnataka,Karnataka_District_4,692326,6063,1578,1427,2777,1376,483
2023-02-02,Tamil Nadu,Tamil_District_2,753810,7485,1932,1964,3305,1786,430
2023-02-02,Delhi,Delhi_District_3,843600,4195,975,1186,1692,973,344
2023-02-02,West Bengal,West_District_1,411504,4857,885,1067,2338,989,463
2023-02-02,Rajasthan,Rajasthan_District_4,991668,4719,1239,1395,2306,1050,-32
2023-02-02,Gujarat,Gujarat_District_2,967612,5496,1002,1609,2558,1279,50
2023-02-02,Madhya Pradesh,Madhya_District_5,928441,4363,501,1167,1840,1029,327
2023-02-02,Bihar,Bihar_District_3,280767,2517,741,692,1178,607,40
2023-02-02,Andhra Pradesh,Andhra_District_4,183223,3557,382,929,1476,769,383
2023-02-02,Telangana,Telangana_District_6,263619,3418,912,994,1558,718,148
2023-02-02,Kerala,Kerala_District_7,475526,2519,652,600,1163,589,167
2023-02-02,Odisha,Odisha_District_5,896364,2078,617,591,923,484,80
2023-02-02,Assam,Assam_District_4,757166,1671,337,473,804,373,21
2023-02-03,Maharashtra,Maharashtra_District_6,155181,7632,1488,1860,3304,1770,698
2023-02-03,Uttar Pradesh,Uttar_District_1,966344,12389,3206,2892,5809,2938,750
2023-02-03,Karnataka,Karnataka_District_4,383863,6065,617,1604,2486,1216,759
2023-02-03,Tamil Nadu,Tamil_District_3,949248,7473,1690,1671,3700,1643,459
2023-02-03,Delhi,Delhi_District_6,810018,3959,855,914,1631,808,606
2023-02-03,West Bengal,West_District_7,715451,5384,1019,1399,2619,1171,195
2023-02-03,Rajasthan,Rajasthan_District_4,493124,4618,1374,939,2097,964,618
2023-02-03,Gujarat,Gujarat_District_5,782829,5116,1337,1116,2061,1216,723
2023-02-03,Madhya Pradesh,Madhya_District_1,637147,4195,939,927,1869,887,512
2023-02-03,Bihar,Bihar_District_2,293011,3037,589,674,1427,682,254
2023-02-03,Andhra Pradesh,Andhra_District_7,254092,4191,610,1016,1949,873,353
2023-02-03,Telangana,Telangana_District_5,688330,3018,618,899,1238,736,145
2023-02-03,Kerala,Kerala_District_3,108220,3283,396,890,1392,719,282
2023-02-03,Odisha,Odisha_District_1,807532,2897,581,778,1408,604,107
2023-02-03,Assam,Assam_District_3,133131,2140,261,486,908,433,313
2023-02-04,Maharashtra,Maharashtra_District_7,259618,4978,888,1458,2001,1108,411
2023-02-04,Uttar Pradesh,Uttar_District_7,366026,7425,914,1843,3360,1488,734
2023-02-04,Karnataka,Karnataka_District_1,612693,3917,847,907,1891,873,246
2023-02-04,Tamil Nadu,Tamil_District_3,569422,4517,1244,1054,2056,928,479
2023-02-04,Delhi,Delhi_District_6,395208,2062,372,481,956,427,198
2023-02-04,West Bengal,West_District_7,271012,3388,540,897,1438,813,240
2023-02-04,Rajasthan,Rajasthan_District_6,169397,2642,617,723,1152,608,159
2023-02-04,Gujarat,Gujarat_District_7,155105,2853,291,624,1245,662,322
2023-02-04,Madhya Pradesh,Madhya_District_5,984606,2187,230,498,1087,495,107
2023-02-04,Bihar,Bihar_District_6,655350,2100,321,480,914,455,251
2023-02-04,Andhra Pradesh,Andhra_District_2,273370,2626,611,599,1070,642,315
2023-02-04,Telangana,Telangana_District_4,393924,1948,509,577,821,419,131
2023-02-04,Kerala,Kerala_District_1,776658,2055,472,538,837,448,232
2023-02-04,Odisha,Odisha_District_7,415555,1899,458,421,815,459,204
2023-02-04,Assam,Assam_District_6,158307,1343,184,293,613,292,145
2023-02-05,Maharashtra,Maharashtra_District_5,845834,4815,852,1041,2055,1151,568
2023-02-05,Uttar Pradesh,Uttar_District_7,992793,7063,1053,1716,3329,1719,299
2023-02-05,Karnataka,Karnataka_District_2,342467,4028,665,961,1671,966,430
2023-02-05,Tamil Nadu,Tamil_District_7,177288,4300,865,893,1741,910,756
2023-02-05,Delhi,Delhi_District_5,989987,2492,565,504,1199,537,252
2023-02-05,West Bengal,West_District_1,815566,2701,380,780,1113,667,141
2023-02-05,Rajasthan,Rajasthan_District_1,582123,3060,575,840,1521,614,85
2023-02-05,Gujarat,Gujarat_District_3,564022,2786,375,744,1302,689,51
2023-02-05,Madhya Pradesh,Madhya_District_7,262436,1998,376,434,882,485,197
2023-02-05,Bihar,Bihar_District_6,540145,2098,265,521,1040,451,86
2023-02-05,Andhra Pradesh,Andhra_District_1,483907,2205,448,569,992,456,188
2023-02-05,Telangana,Telangana_District_2,825992,2100,579,609,981,489,21
2023-02-05,Kerala,Kerala_District_5,379799,1680,179,489,748,365,78
2023-02-05,Odisha,Odisha_District_6,107854,1653,187,447,716,335,155
2023-02-05,Assam,Assam_District_4,828404,1283,217,364,625,281,13
2023-02-06,Maharashtra,Maharashtra_District_2,678098,8137,1902,1867,3786,1968,516
2023-02-06,Uttar Pradesh,Uttar_District_3,319157,12355,1879,3305,5338,2581,1131
2023-02-06,Karnataka,Karnataka_District_3,699921,5639,1612,1414,2425,1337,463
2023-02-06,Tamil Nadu,Tamil_District_7,613976,6941,1596,2002,3122,1525,292
2023-02-06,Delhi,Delhi_District_2,527155,3544,537,867,1578,775,324
2023-02-06,West Bengal,West_District_3,288439,4514,563,1319,1942,1027,226
2023-02-06,Rajasthan,Rajasthan_District_1,503198,4206,695,1173,2039,1005,-11
2023-02-06,Gujarat,Gujarat_District_2,350842,4930,700,1380,2172,1199,179
2023-02-06,Madhya Pradesh,Madhya_District_5,284458,3679,820,1057,1717,739,166
2023-02-06,Bihar,Bihar_District_1,365623,3353,704,978,1605,830,-60
2023-02-06,Andhra Pradesh,Andhra_District_6,654361,3542,969,815,1657,873,197
2023-02-06,Telangana,Telangana_District_6,481177,3098,833,837,1343,731,187
2023-02-06,Kerala,Kerala_District_5,467936,2562,551,715,1158,620,69
2023-02-06,Odisha,Odisha_District_7,275379,2004,253,542,969,432,61
2023-02-06,Assam,Assam_District_2,811759,1898,464,438,933,385,142
2023-02-07,Maharashtra,Maharashtra_District_5,228585,8099,2125,2427,3794,1983,-105
2023-02-07,Uttar Pradesh,Uttar_District_1,930267,12402,3608,3185,5534,2828,855
2023-02-07,Karnataka,Karnataka_District_1,588333,5549,1186,1387,2406,1364,392
2023-02-07,Tamil Nadu,Tamil_District_5,451150,6649,1659,1530,3197,1661,261
2023-02-07,Delhi,Delhi_District_5,767883,4060,701,1060,2008,899,93
2023-02-07,West Bengal,West_District_5,804100,5096,730,1429,2093,1107,467
2023-02-07,Rajasthan,Rajasthan_District_3,495044,4601,1298,1263,2162,964,212
2023-02-07,Gujarat,Gujarat_District_5,166435,4917,773,1005,2395,1028,489
2023-02-07,Madhya Pradesh,Madhya_District_3,820471,3522,386,878,1568,775,301
2023-02-07,Bihar,Bihar_District_6,723707,2763,483,817,1234,636,76
2023-02-07,Andhra Pradesh,Andhra_District_5,412257,3844,544,1091,1723,802,228
2023-02-07,Telangana,Telangana_District_7,785826,3473,1030,776,1423,712,562
2023-02-07,Kerala,Kerala_District_5,288548,2833,385,632,1287,661,253
2023-02-07,Odisha,Odisha_District_5,748685,2308,442,666,956,477,209
2023-02-07,Assam,Assam_District_2,567733,1882,302,432,867,393,190
2023-02-08,Maharashtra,Maharashtra_District_6,341242,7637,1090,1558,3068,1625,1386
2023-02-08,Uttar Pradesh,Uttar_District_1,337907,11957,2470,2966,4788,2525,1678
2023-02-08,Karnataka,Karnataka_District_6,713231,6060,1342,1803,2867,1228,162
2023-02-08,Tamil Nadu,Tamil_District_5,260486,7314,1513,1990,3049,1766,509
2023-02-08,Delhi,Delhi_District_2,450758,4411,584,1315,2151,1085,-140
2023-02-08,West Bengal,West_District_6,593234,4982,1355,1220,2159,1161,442
2023-02-08,Rajasthan,Rajasthan_District_7,898125,4443,1169,914,1907,965,657
2023-02-08,Gujarat,Gujarat_District_4,624653,4714,1009,1336,2043,1118,217
2023-02-08,Madhya Pradesh,Madhya_District_6,151475,3721,415,849,1602,822,448
2023-02-08,Bihar,Bihar_District_4,350539,2701,792,603,1129,551,418
2023-02-08,Andhra Pradesh,Andhra_District_3,143830,3588,751,848,1476,823,441
2023-02-08,Telangana,Telangana_District_6,400304,3782,439,1023,1846,885,28
2023-02-08,Kerala,Kerala_District_7,984535,3087,467,836,1416,694,141
2023-02-08,Odisha,Odisha_District_3,213052,2837,301,769,1341,652,75
2023-02-08,Assam,Assam_District_2,678017,2081,507,561,924,451,145
2023-02-09,Maharashtra,Maharashtra_District_7,121873,8282,1244,1832,4019,1979,452
2023-02-09,Uttar Pradesh,Uttar_District_4,717338,11513,2386,3375,5115,2526,497
2023-02-09,Karnataka,Karnataka_District_4,181433,6193,741,1353,2613,1350,877
2023-02-09,Tamil Nadu,Tamil_District_7,731399,7086,1408,2017,2889,1599,581
2023-02-09,Delhi,Delhi_District_7,567143,4458,970,1161,1897,1091,309
2023-02-09,West Bengal,West_District_2,286507,5371,581,1563,2286,1080,442
2023-02-09,Rajasthan,Rajasthan_District_1,435844,4924,1274,1449,2255,1069,151
2023-02-09,Gujarat,Gujarat_District_4,367227,4527,1266,1047,2159,978,343
2023-02-09,Madhya Pradesh,Madhya_District_3,429235,4175,1198,1064,1811,887,413
2023-02-09,Bihar,Bihar_District_4,248614,2640,332,584,1289,635,132
2023-02-09,Andhra Pradesh,Andhra_District_1,130343,3932,768,892,1708,908,424
2023-02-09,Telangana,Telangana_District_1,725838,3385,640,679,1437,720,549
2023-02-09,Kerala,Kerala_District_6,665141,2973,542,707,1434,727,105
2023-02-09,Odisha,Odisha_District_5,742182,2664,321,663,1111,631,259
2023-02-09,Assam,Assam_District_4,867143,2401,466,614,1167,555,65
2023-02-10,Maharashtra,Maharashtra_District_1,186302,8222,911,1908,3843,1817,654
2023-02-10,Uttar Pradesh,Uttar_District_6,811776,11689,1602,2506,4752,2886,1545
2023-02-10,Karnataka,Karnataka_District_6,166041,6035,747,1773,2836,1398,28
2023-02-10,Tamil Nadu,Tamil_District_1,379297,6555,1637,1442,3269,1332,512
2023-02-10,Delhi,Delhi_District_5,471537,3805,1002,1087,1707,868,143
2023-02-10,West Bengal,West_District_7,502380,5110,1384,1470,2273,1181,186
